"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";254;248;7;509
"'10-19";592;644;7;1243
"20-29";1487;1609;25;3121
"30-39";1524;1497;19;3040
"40-49";1675;1830;24;3529
"50-59";2167;2138;25;4330
"60-69";1188;954;14;2156
"70-79";928;733;9;1670
"80-89";535;662;3;1200
"90-99";57;163;2;222
"100+";3;6;0;9
"Unbekannt";24;19;5;48
"Gesamt";10434;10503;140;21077
