"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";380;353;6;739
"'10-19";850;957;7;1814
"20-29";2065;2307;35;4407
"30-39";2068;2116;29;4213
"40-49";2256;2620;28;4904
"50-59";3014;3263;30;6307
"60-69";1755;1473;15;3243
"70-79";1375;1209;10;2594
"80-89";879;1236;3;2118
"90-99";120;373;3;496
"100+";2;9;0;11
"Unbekannt";7;8;1;16
"Gesamt";14771;15924;167;30862
