"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";444;404;6;854
"'10-19";983;1152;4;2139
"20-29";2441;2748;39;5228
"30-39";2370;2483;35;4888
"40-49";2538;3042;29;5609
"50-59";3489;3806;27;7322
"60-69";2053;1740;14;3807
"70-79";1626;1494;13;3133
"80-89";1110;1682;3;2795
"90-99";165;548;4;717
"100+";0;8;0;8
"Unbekannt";7;13;0;20
"Gesamt";17226;19120;174;36520
