"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";458;426;6;890
"'10-19";1021;1211;6;2238
"20-29";2556;2872;42;5470
"30-39";2472;2579;35;5086
"40-49";2625;3178;29;5832
"50-59";3635;3997;29;7661
"60-69";2130;1828;14;3972
"70-79";1701;1574;15;3290
"80-89";1186;1802;4;2992
"90-99";184;584;4;772
"100+";0;9;0;9
"Unbekannt";7;13;0;20
"Gesamt";17975;20073;184;38232
