"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";465;438;6;909
"'10-19";1046;1246;6;2298
"20-29";2619;2931;47;5597
"30-39";2528;2647;39;5214
"40-49";2679;3251;31;5961
"50-59";3691;4098;32;7821
"60-69";2166;1871;13;4050
"70-79";1742;1635;16;3393
"80-89";1223;1889;3;3115
"90-99";192;610;4;806
"100+";0;9;0;9
"Unbekannt";8;9;0;17
"Gesamt";18359;20634;197;39190
