"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";499;479;11;989
"'10-19";1112;1315;10;2437
"20-29";2830;3094;39;5963
"30-39";2652;2779;27;5458
"40-49";2805;3406;23;6234
"50-59";3840;4306;17;8163
"60-69";2261;1951;10;4222
"70-79";1831;1730;4;3565
"80-89";1309;2045;0;3354
"90-99";203;670;1;874
"100+";0;11;0;11
"Unbekannt";12;11;2;25
"Gesamt";19354;21797;144;41295
