"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";507;487;11;1005
"'10-19";1122;1330;11;2463
"20-29";2898;3137;35;6070
"30-39";2689;2810;19;5518
"40-49";2825;3442;19;6286
"50-59";3877;4347;10;8234
"60-69";2285;1971;9;4265
"70-79";1852;1751;5;3608
"80-89";1331;2088;0;3419
"90-99";209;690;1;900
"100+";0;13;1;14
"Unbekannt";9;11;2;22
"Gesamt";19604;22077;123;41804
