"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";515;492;12;1019
"'10-19";1146;1343;11;2500
"20-29";2961;3165;38;6164
"30-39";2727;2821;21;5569
"40-49";2842;3476;20;6338
"50-59";3903;4378;10;8291
"60-69";2300;1987;9;4296
"70-79";1870;1758;6;3634
"80-89";1355;2108;0;3463
"90-99";211;694;1;906
"100+";0;14;1;15
"Unbekannt";9;11;2;22
"Gesamt";19839;22247;131;42217
