"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";524;505;16;1045
"'10-19";1162;1367;11;2540
"20-29";3027;3223;42;6292
"30-39";2770;2853;21;5644
"40-49";2885;3525;19;6429
"50-59";3954;4435;11;8400
"60-69";2326;2015;10;4351
"70-79";1896;1795;6;3697
"80-89";1381;2173;0;3554
"90-99";215;704;3;922
"100+";0;14;1;15
"Unbekannt";11;14;2;27
"Gesamt";20151;22623;142;42916
