"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";525;505;16;1046
"'10-19";1167;1370;11;2548
"20-29";3038;3234;41;6313
"30-39";2777;2859;23;5659
"40-49";2892;3536;19;6447
"50-59";3963;4444;11;8418
"60-69";2328;2020;10;4358
"70-79";1912;1803;6;3721
"80-89";1391;2184;0;3575
"90-99";217;703;3;923
"100+";0;14;1;15
"Unbekannt";11;14;2;27
"Gesamt";20221;22686;143;43050
