"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";569;544;14;1127
"'10-19";1205;1423;12;2640
"20-29";3228;3365;27;6620
"30-39";2903;2991;17;5911
"40-49";2980;3636;10;6626
"50-59";4078;4561;3;8642
"60-69";2405;2062;7;4474
"70-79";1976;1887;3;3866
"80-89";1446;2274;2;3722
"90-99";226;747;2;975
"100+";0;14;0;14
"Unbekannt";5;3;2;10
"Gesamt";21021;23507;99;44627
