"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";591;560;6;1157
"'10-19";1235;1452;9;2696
"20-29";3353;3434;28;6815
"30-39";2979;3040;19;6038
"40-49";3047;3726;12;6785
"50-59";4148;4668;4;8820
"60-69";2460;2096;5;4561
"70-79";2013;1922;3;3938
"80-89";1474;2341;2;3817
"90-99";236;775;2;1013
"100+";2;14;0;16
"Unbekannt";4;5;0;9
"Gesamt";21542;24033;90;45665
