"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";600;570;6;1176
"'10-19";1242;1458;9;2709
"20-29";3376;3461;30;6867
"30-39";2999;3066;19;6084
"40-49";3057;3745;12;6814
"50-59";4173;4697;4;8874
"60-69";2478;2103;5;4586
"70-79";2026;1929;2;3957
"80-89";1486;2358;2;3846
"90-99";241;783;2;1026
"100+";2;15;0;17
"Unbekannt";4;6;0;10
"Gesamt";21684;24191;91;45966
