"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";607;578;5;1190
"'10-19";1255;1460;9;2724
"20-29";3418;3481;32;6931
"30-39";3023;3096;19;6138
"40-49";3074;3765;12;6851
"50-59";4198;4721;2;8921
"60-69";2488;2117;5;4610
"70-79";2031;1937;2;3970
"80-89";1498;2371;2;3871
"90-99";241;787;2;1030
"100+";2;16;0;18
"Unbekannt";6;8;0;14
"Gesamt";21841;24337;90;46268
