"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";614;583;6;1203
"'10-19";1265;1467;9;2741
"20-29";3436;3492;32;6960
"30-39";3040;3108;19;6167
"40-49";3090;3775;12;6877
"50-59";4200;4733;2;8935
"60-69";2491;2125;5;4621
"70-79";2034;1942;2;3978
"80-89";1506;2380;2;3888
"90-99";242;792;2;1036
"100+";2;16;0;18
"Unbekannt";6;8;0;14
"Gesamt";21926;24421;91;46438
