"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";640;609;4;1253
"'10-19";1297;1494;4;2795
"20-29";3582;3573;25;7180
"30-39";3125;3148;17;6290
"40-49";3119;3839;8;6966
"50-59";4250;4804;2;9056
"60-69";2527;2166;2;4695
"70-79";2062;1971;1;4034
"80-89";1515;2428;1;3944
"90-99";247;805;1;1053
"100+";2;15;0;17
"Unbekannt";8;6;1;15
"Gesamt";22374;24858;66;47298
