"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";645;614;3;1262
"'10-19";1298;1497;4;2799
"20-29";3583;3580;24;7187
"30-39";3126;3153;16;6295
"40-49";3122;3841;8;6971
"50-59";4251;4809;2;9062
"60-69";2528;2170;0;4698
"70-79";2063;1974;1;4038
"80-89";1517;2430;1;3948
"90-99";247;806;1;1054
"100+";2;15;0;17
"Unbekannt";8;5;1;14
"Gesamt";22390;24894;61;47345
