"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";648;613;3;1264
"'10-19";1299;1499;4;2802
"20-29";3590;3584;20;7194
"30-39";3133;3154;14;6301
"40-49";3124;3844;8;6976
"50-59";4259;4812;2;9073
"60-69";2529;2176;0;4705
"70-79";2064;1974;1;4039
"80-89";1519;2430;1;3950
"90-99";247;807;1;1055
"100+";2;15;0;17
"Unbekannt";8;5;0;13
"Gesamt";22422;24913;54;47389
