"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";648;606;3;1257
"'10-19";1303;1497;3;2803
"20-29";3595;3585;13;7193
"30-39";3141;3143;11;6295
"40-49";3127;3835;7;6969
"50-59";4269;4811;1;9081
"60-69";2519;2177;0;4696
"70-79";2058;1967;1;4026
"80-89";1512;2436;1;3949
"90-99";246;804;1;1051
"100+";2;15;0;17
"Unbekannt";8;5;0;13
"Gesamt";22428;24881;41;47350
