"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";648;607;3;1258
"'10-19";1305;1498;3;2806
"20-29";3599;3583;12;7194
"30-39";3143;3145;10;6298
"40-49";3128;3833;7;6968
"50-59";4264;4814;1;9079
"60-69";2521;2179;0;4700
"70-79";2058;1968;1;4027
"80-89";1512;2438;1;3951
"90-99";245;803;1;1049
"100+";2;15;0;17
"Unbekannt";8;5;0;13
"Gesamt";22433;24888;39;47360
