"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";652;611;2;1265
"'10-19";1315;1502;2;2819
"20-29";3618;3599;12;7229
"30-39";3171;3166;8;6345
"40-49";3139;3841;3;6983
"50-59";4279;4829;1;9109
"60-69";2525;2183;0;4708
"70-79";2064;1972;1;4037
"80-89";1514;2447;1;3962
"90-99";246;808;1;1055
"100+";3;14;1;18
"Unbekannt";6;3;0;9
"Gesamt";22532;24975;32;47539
