"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";658;619;2;1279
"'10-19";1321;1503;2;2826
"20-29";3636;3614;13;7263
"30-39";3198;3176;8;6382
"40-49";3151;3849;4;7004
"50-59";4286;4837;2;9125
"60-69";2533;2187;0;4720
"70-79";2063;1975;1;4039
"80-89";1521;2450;1;3972
"90-99";247;811;1;1059
"100+";3;14;1;18
"Unbekannt";6;3;0;9
"Gesamt";22623;25038;35;47696
