"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";657;622;2;1281
"'10-19";1331;1504;2;2837
"20-29";3646;3618;13;7277
"30-39";3204;3181;8;6393
"40-49";3154;3850;3;7007
"50-59";4292;4836;2;9130
"60-69";2533;2188;0;4721
"70-79";2065;1978;1;4044
"80-89";1520;2449;0;3969
"90-99";246;810;1;1057
"100+";3;14;0;17
"Unbekannt";6;2;0;8
"Gesamt";22657;25052;32;47741
