"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";661;625;1;1287
"'10-19";1334;1513;2;2849
"20-29";3654;3628;14;7296
"30-39";3214;3189;9;6412
"40-49";3156;3856;5;7017
"50-59";4294;4836;2;9132
"60-69";2537;2189;0;4726
"70-79";2061;1980;1;4042
"80-89";1520;2449;0;3969
"90-99";247;810;1;1058
"100+";2;14;0;16
"Unbekannt";6;2;0;8
"Gesamt";22686;25091;35;47812
