"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";681;638;1;1320
"'10-19";1354;1531;1;2886
"20-29";3712;3676;2;7390
"30-39";3268;3223;5;6496
"40-49";3194;3891;0;7085
"50-59";4323;4882;1;9206
"60-69";2556;2206;0;4762
"70-79";2076;1991;1;4068
"80-89";1529;2466;0;3995
"90-99";248;811;1;1060
"100+";0;14;0;14
"Unbekannt";5;3;0;8
"Gesamt";22946;25332;12;48290
