"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";687;649;1;1337
"'10-19";1363;1531;2;2896
"20-29";3757;3682;3;7442
"30-39";3298;3232;3;6533
"40-49";3206;3901;0;7107
"50-59";4328;4889;1;9218
"60-69";2559;2213;0;4772
"70-79";2079;1994;1;4074
"80-89";1528;2467;0;3995
"90-99";249;813;1;1063
"100+";0;12;0;12
"Unbekannt";3;2;0;5
"Gesamt";23057;25385;12;48454
