"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";688;651;1;1340
"'10-19";1365;1531;2;2898
"20-29";3774;3688;3;7465
"30-39";3302;3234;3;6539
"40-49";3206;3901;0;7107
"50-59";4335;4893;1;9229
"60-69";2559;2213;0;4772
"70-79";2079;1994;1;4074
"80-89";1527;2466;0;3993
"90-99";248;811;1;1060
"100+";0;12;0;12
"Unbekannt";3;2;0;5
"Gesamt";23086;25396;12;48494
