"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";693;654;1;1348
"'10-19";1367;1533;2;2902
"20-29";3781;3698;3;7482
"30-39";3307;3240;3;6550
"40-49";3212;3905;1;7118
"50-59";4339;4895;1;9235
"60-69";2561;2215;0;4776
"70-79";2081;1994;1;4076
"80-89";1527;2466;0;3993
"90-99";248;812;1;1061
"100+";0;12;0;12
"Unbekannt";3;2;0;5
"Gesamt";23119;25426;13;48558
