"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";699;657;1;1357
"'10-19";1370;1534;2;2906
"20-29";3793;3704;3;7500
"30-39";3314;3246;3;6563
"40-49";3223;3910;1;7134
"50-59";4344;4900;1;9245
"60-69";2562;2215;0;4777
"70-79";2083;1995;1;4079
"80-89";1527;2467;0;3994
"90-99";248;812;1;1061
"100+";0;12;0;12
"Unbekannt";3;2;0;5
"Gesamt";23166;25454;13;48633
