"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";716;676;3;1395
"'10-19";1380;1553;2;2935
"20-29";3828;3715;3;7546
"30-39";3333;3259;4;6596
"40-49";3241;3924;1;7166
"50-59";4351;4916;1;9268
"60-69";2566;2218;1;4785
"70-79";2086;1998;1;4085
"80-89";1528;2471;0;3999
"90-99";248;812;1;1061
"100+";0;12;0;12
"Unbekannt";3;2;0;5
"Gesamt";23280;25556;17;48853
