"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";763;707;5;1475
"'10-19";1418;1571;3;2992
"20-29";3899;3770;5;7674
"30-39";3391;3293;8;6692
"40-49";3288;3960;3;7251
"50-59";4391;4937;3;9331
"60-69";2583;2231;2;4816
"70-79";2095;2009;1;4105
"80-89";1530;2476;1;4007
"90-99";248;816;0;1064
"100+";0;12;0;12
"Unbekannt";3;2;0;5
"Gesamt";23609;25784;31;49424
