"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";777;717;5;1499
"'10-19";1433;1591;2;3026
"20-29";3935;3794;7;7736
"30-39";3412;3315;9;6736
"40-49";3308;3976;4;7288
"50-59";4405;4951;4;9360
"60-69";2592;2238;2;4832
"70-79";2098;2017;1;4116
"80-89";1537;2479;1;4017
"90-99";249;816;0;1065
"100+";0;12;0;12
"Unbekannt";3;3;0;6
"Gesamt";23749;25909;35;49693
