"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";808;748;8;1564
"'10-19";1475;1624;2;3101
"20-29";3997;3856;8;7861
"30-39";3465;3368;10;6843
"40-49";3358;4003;4;7365
"50-59";4445;4977;4;9426
"60-69";2613;2254;1;4868
"70-79";2105;2020;1;4126
"80-89";1540;2485;1;4026
"90-99";250;818;0;1068
"100+";0;12;0;12
"Unbekannt";3;4;0;7
"Gesamt";24059;26169;39;50267
