"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";808;748;8;1564
"'10-19";1476;1624;2;3102
"20-29";4002;3859;11;7872
"30-39";3471;3375;13;6859
"40-49";3360;4008;6;7374
"50-59";4452;4983;5;9440
"60-69";2615;2254;1;4870
"70-79";2105;2020;1;4126
"80-89";1540;2486;1;4027
"90-99";250;818;0;1068
"100+";0;12;0;12
"Unbekannt";3;4;18;25
"Gesamt";24082;26191;66;50339
