"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";820;761;6;1587
"'10-19";1496;1642;3;3141
"20-29";4051;3913;14;7978
"30-39";3529;3416;15;6960
"40-49";3413;4065;7;7485
"50-59";4490;5007;8;9505
"60-69";2625;2264;1;4890
"70-79";2109;2024;1;4134
"80-89";1545;2488;1;4034
"90-99";251;818;0;1069
"100+";0;12;0;12
"Unbekannt";3;5;18;26
"Gesamt";24332;26415;74;50821
