"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";827;768;8;1603
"'10-19";1514;1659;3;3176
"20-29";4087;3951;14;8052
"30-39";3560;3444;15;7019
"40-49";3437;4108;8;7553
"50-59";4509;5029;9;9547
"60-69";2631;2270;1;4902
"70-79";2113;2026;2;4141
"80-89";1548;2493;1;4042
"90-99";251;821;0;1072
"100+";0;12;0;12
"Unbekannt";2;6;14;22
"Gesamt";24479;26587;75;51141
