"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";836;780;8;1624
"'10-19";1534;1668;3;3205
"20-29";4123;3994;13;8130
"30-39";3579;3487;15;7081
"40-49";3460;4177;8;7645
"50-59";4531;5054;10;9595
"60-69";2632;2277;2;4911
"70-79";2117;2030;2;4149
"80-89";1550;2494;1;4045
"90-99";251;821;0;1072
"100+";0;13;0;13
"Unbekannt";4;6;14;24
"Gesamt";24617;26801;76;51494
