"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";843;789;8;1640
"'10-19";1576;1681;3;3260
"20-29";4188;4045;15;8248
"30-39";3604;3506;15;7125
"40-49";3480;4198;8;7686
"50-59";4551;5074;11;9636
"60-69";2641;2281;2;4924
"70-79";2123;2031;1;4155
"80-89";1551;2498;1;4050
"90-99";251;822;0;1073
"100+";0;13;0;13
"Unbekannt";4;6;13;23
"Gesamt";24812;26944;77;51833
