"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";858;794;10;1662
"'10-19";1602;1707;4;3313
"20-29";4237;4093;16;8346
"30-39";3631;3540;15;7186
"40-49";3511;4238;9;7758
"50-59";4571;5090;12;9673
"60-69";2650;2286;2;4938
"70-79";2128;2033;1;4162
"80-89";1553;2500;1;4054
"90-99";252;822;0;1074
"100+";0;13;0;13
"Unbekannt";5;5;14;24
"Gesamt";24998;27121;84;52203
