"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";873;809;11;1693
"'10-19";1647;1734;4;3385
"20-29";4321;4157;19;8497
"30-39";3664;3565;16;7245
"40-49";3538;4273;13;7824
"50-59";4587;5107;14;9708
"60-69";2656;2292;2;4950
"70-79";2131;2037;1;4169
"80-89";1555;2502;1;4058
"90-99";252;823;0;1075
"100+";0;13;0;13
"Unbekannt";5;5;16;26
"Gesamt";25229;27317;97;52643
