"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";1027;959;27;2013
"'10-19";2136;2112;18;4266
"20-29";4980;4645;42;9667
"30-39";3981;3858;47;7886
"40-49";3834;4551;32;8417
"50-59";4764;5255;19;10038
"60-69";2709;2342;4;5055
"70-79";2160;2049;3;4212
"80-89";1567;2519;1;4087
"90-99";254;823;0;1077
"100+";2;14;0;16
"Unbekannt";5;7;18;30
"Gesamt";27419;29134;211;56764
