"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";1044;972;28;2044
"'10-19";2183;2157;19;4359
"20-29";5050;4701;43;9794
"30-39";4013;3891;47;7951
"40-49";3863;4569;32;8464
"50-59";4790;5276;20;10086
"60-69";2715;2345;5;5065
"70-79";2161;2053;3;4217
"80-89";1568;2525;1;4094
"90-99";254;830;0;1084
"100+";2;14;0;16
"Unbekannt";5;7;18;30
"Gesamt";27648;29340;216;57204
