"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";1133;1055;34;2222
"'10-19";2378;2330;24;4732
"20-29";5351;4941;52;10344
"30-39";4192;4074;57;8323
"40-49";4031;4725;35;8791
"50-59";4894;5350;23;10267
"60-69";2747;2370;7;5124
"70-79";2174;2061;4;4239
"80-89";1570;2535;1;4106
"90-99";255;833;0;1088
"100+";2;15;0;17
"Unbekannt";6;9;15;30
"Gesamt";28733;30298;252;59283
