"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";1212;1113;39;2364
"'10-19";2527;2476;33;5036
"20-29";5547;5150;63;10760
"30-39";4331;4214;63;8608
"40-49";4142;4860;40;9042
"50-59";5002;5438;24;10464
"60-69";2779;2404;8;5191
"70-79";2191;2075;4;4270
"80-89";1578;2545;1;4124
"90-99";255;836;0;1091
"100+";2;15;0;17
"Unbekannt";5;10;4;19
"Gesamt";29571;31136;279;60986
