"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";1225;1122;38;2385
"'10-19";2565;2509;33;5107
"20-29";5603;5187;66;10856
"30-39";4366;4232;63;8661
"40-49";4167;4891;40;9098
"50-59";5021;5456;24;10501
"60-69";2788;2408;8;5204
"70-79";2194;2079;4;4277
"80-89";1580;2545;1;4126
"90-99";255;838;0;1093
"100+";2;15;0;17
"Unbekannt";5;10;4;19
"Gesamt";29771;31292;281;61344
