"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";1235;1146;38;2419
"'10-19";2625;2550;34;5209
"20-29";5693;5263;77;11033
"30-39";4406;4282;63;8751
"40-49";4209;4933;41;9183
"50-59";5051;5482;22;10555
"60-69";2802;2428;8;5238
"70-79";2199;2094;4;4297
"80-89";1586;2553;1;4140
"90-99";256;838;0;1094
"100+";2;15;0;17
"Unbekannt";6;12;4;22
"Gesamt";30070;31596;292;61958
