"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";1305;1205;39;2549
"'10-19";2752;2655;37;5444
"20-29";5945;5477;67;11489
"30-39";4554;4399;53;9006
"40-49";4311;5051;37;9399
"50-59";5169;5577;18;10764
"60-69";2841;2465;9;5315
"70-79";2228;2128;3;4359
"80-89";1599;2562;1;4162
"90-99";257;844;0;1101
"100+";2;13;0;15
"Unbekannt";4;8;3;15
"Gesamt";30967;32384;267;63618
