"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";1322;1228;37;2587
"'10-19";2779;2696;36;5511
"20-29";6026;5551;65;11642
"30-39";4601;4433;55;9089
"40-49";4350;5087;35;9472
"50-59";5204;5606;15;10825
"60-69";2854;2482;8;5344
"70-79";2240;2133;3;4376
"80-89";1599;2568;1;4168
"90-99";260;847;0;1107
"100+";2;13;0;15
"Unbekannt";5;9;3;17
"Gesamt";31242;32653;258;64153
