"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";1344;1250;37;2631
"'10-19";2823;2750;39;5612
"20-29";6133;5657;69;11859
"30-39";4661;4492;55;9208
"40-49";4389;5144;38;9571
"50-59";5255;5645;17;10917
"60-69";2883;2497;9;5389
"70-79";2249;2146;3;4398
"80-89";1602;2573;1;4176
"90-99";261;848;0;1109
"100+";2;14;0;16
"Unbekannt";5;8;2;15
"Gesamt";31607;33024;270;64901
