"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";1364;1277;37;2678
"'10-19";2856;2784;40;5680
"20-29";6221;5730;74;12025
"30-39";4724;4551;55;9330
"40-49";4427;5169;40;9636
"50-59";5295;5685;18;10998
"60-69";2892;2517;8;5417
"70-79";2260;2156;3;4419
"80-89";1605;2583;1;4189
"90-99";261;849;0;1110
"100+";2;14;0;16
"Unbekannt";6;10;2;18
"Gesamt";31913;33325;278;65516
