"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";1376;1289;38;2703
"'10-19";2883;2811;43;5737
"20-29";6271;5778;71;12120
"30-39";4755;4582;55;9392
"40-49";4454;5198;42;9694
"50-59";5317;5696;20;11033
"60-69";2902;2526;8;5436
"70-79";2263;2163;3;4429
"80-89";1608;2583;1;4192
"90-99";261;850;0;1111
"100+";2;14;0;16
"Unbekannt";6;10;2;18
"Gesamt";32098;33500;283;65881
