"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";1408;1316;38;2762
"'10-19";2927;2848;41;5816
"20-29";6345;5866;68;12279
"30-39";4847;4637;57;9541
"40-49";4496;5240;44;9780
"50-59";5391;5745;20;11156
"60-69";2927;2555;10;5492
"70-79";2278;2171;4;4453
"80-89";1615;2590;3;4208
"90-99";261;852;0;1113
"100+";2;14;0;16
"Unbekannt";7;10;2;19
"Gesamt";32504;33844;287;66635
