"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";1431;1325;38;2794
"'10-19";2957;2869;43;5869
"20-29";6393;5906;78;12377
"30-39";4875;4672;57;9604
"40-49";4517;5273;46;9836
"50-59";5416;5764;20;11200
"60-69";2937;2565;10;5512
"70-79";2282;2173;5;4460
"80-89";1619;2592;4;4215
"90-99";261;853;0;1114
"100+";2;14;0;16
"Unbekannt";6;10;2;18
"Gesamt";32696;34016;303;67015
