"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";1466;1354;38;2858
"'10-19";3024;2936;45;6005
"20-29";6540;6025;80;12645
"30-39";4970;4762;57;9789
"40-49";4596;5351;46;9993
"50-59";5499;5854;21;11374
"60-69";2972;2607;11;5590
"70-79";2306;2196;5;4507
"80-89";1622;2609;4;4235
"90-99";262;856;0;1118
"100+";2;14;1;17
"Unbekannt";6;11;2;19
"Gesamt";33265;34575;310;68150
