"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";1473;1364;38;2875
"'10-19";3047;2951;45;6043
"20-29";6597;6067;80;12744
"30-39";5004;4791;57;9852
"40-49";4632;5376;47;10055
"50-59";5534;5878;21;11433
"60-69";2988;2617;11;5616
"70-79";2309;2208;5;4522
"80-89";1624;2610;4;4238
"90-99";262;856;0;1118
"100+";2;15;0;17
"Unbekannt";7;11;3;21
"Gesamt";33479;34744;311;68534
