"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";1485;1373;38;2896
"'10-19";3077;2977;45;6099
"20-29";6645;6110;81;12836
"30-39";5032;4814;57;9903
"40-49";4661;5402;47;10110
"50-59";5571;5895;21;11487
"60-69";2997;2624;12;5633
"70-79";2313;2213;5;4531
"80-89";1626;2610;4;4240
"90-99";262;856;0;1118
"100+";2;15;0;17
"Unbekannt";9;11;2;22
"Gesamt";33680;34900;312;68892
