"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";1510;1397;37;2944
"'10-19";3152;3034;47;6233
"20-29";6782;6226;84;13092
"30-39";5135;4899;57;10091
"40-49";4737;5478;46;10261
"50-59";5654;5962;26;11642
"60-69";3054;2672;12;5738
"70-79";2341;2236;5;4582
"80-89";1633;2624;4;4261
"90-99";264;862;0;1126
"100+";2;16;0;18
"Unbekannt";11;14;3;28
"Gesamt";34275;35420;321;70016
