"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";1629;1498;42;3169
"'10-19";3481;3325;54;6860
"20-29";7275;6687;102;14064
"30-39";5535;5233;65;10833
"40-49";5085;5804;51;10940
"50-59";6013;6278;32;12323
"60-69";3212;2829;14;6055
"70-79";2435;2329;7;4771
"80-89";1686;2708;6;4400
"90-99";269;882;0;1151
"100+";2;17;0;19
"Unbekannt";15;18;6;39
"Gesamt";36637;37608;379;74624
