"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";1654;1526;43;3223
"'10-19";3553;3377;55;6985
"20-29";7399;6796;106;14301
"30-39";5643;5289;68;11000
"40-49";5172;5885;55;11112
"50-59";6096;6368;36;12500
"60-69";3250;2853;16;6119
"70-79";2445;2351;7;4803
"80-89";1701;2727;6;4434
"90-99";269;887;0;1156
"100+";2;17;0;19
"Unbekannt";15;22;7;44
"Gesamt";37199;38098;399;75696
