"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";1931;1805;50;3786
"'10-19";4276;4008;73;8357
"20-29";8557;7809;132;16498
"30-39";6547;6001;84;12632
"40-49";5983;6662;71;12716
"50-59";7064;7167;64;14295
"60-69";3657;3224;22;6903
"70-79";2700;2585;14;5299
"80-89";1803;2873;10;4686
"90-99";284;926;0;1210
"100+";4;18;0;22
"Unbekannt";30;32;11;73
"Gesamt";42836;43110;531;86477
