"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";2146;2004;56;4206
"'10-19";4768;4468;88;9324
"20-29";9337;8449;151;17937
"30-39";7135;6486;95;13716
"40-49";6518;7181;84;13783
"50-59";7695;7678;72;15445
"60-69";3949;3473;26;7448
"70-79";2882;2760;17;5659
"80-89";1900;2991;12;4903
"90-99";295;961;2;1258
"100+";4;19;0;23
"Unbekannt";32;41;11;84
"Gesamt";46661;46511;614;93786
