"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";2311;2148;60;4519
"'10-19";5113;4794;92;9999
"20-29";9909;8949;168;19026
"30-39";7589;6879;115;14583
"40-49";6907;7588;103;14598
"50-59";8203;8128;81;16412
"60-69";4186;3670;29;7885
"70-79";3022;2896;20;5938
"80-89";1979;3090;16;5085
"90-99";306;998;2;1306
"100+";5;25;0;30
"Unbekannt";36;42;13;91
"Gesamt";49566;49207;699;99472
